"","population","individual","tracking_year","b","c","exposure_score","CI_lower","CI_upper"
"234","Iceland","ISR.340703",2019,0.99999999994543,0.997963323041946,24.2123,20.6424575,25.4516225
"235","Iceland","ISR.340703",2020,1.00000000020009,0.99815689911626,24.681,20.6424575,25.4516225
"236","Iceland","ISR.340709",2015,1.00000000013779,0.995189728442656,23.1493,20.6424575,25.4516225
"237","Iceland","ISR.340709",2016,1.0000000002326,0.995495086836164,20.7292,20.6424575,25.4516225
"238","Iceland","ISR.340709",2017,1.00000000016735,0.996478740847034,22.0809,20.6424575,25.4516225
"239","Iceland","ISR.340719",2014,1.00000000006321,0.999721112141795,24.4507,20.6424575,25.4516225
"240","Iceland","ISR.340719",2015,0.999999999826287,0.994834898585474,24.261,20.6424575,25.4516225
"241","Iceland","ISR.340719",2016,1.00000000028876,0.99623728474901,23.0636,20.6424575,25.4516225
"242","Iceland","ISR.340719",2017,1.00000000005411,0.996920087428727,24.1122,20.6424575,25.4516225
"243","Iceland","ISR.340719",2018,1.00000000020668,0.999137707341053,25.1628,20.6424575,25.4516225
"244","Iceland","ISR.340719",2019,0.999999999890861,0.999171959306222,24.409,20.6424575,25.4516225
"245","Iceland","ISR.340721",2015,0.999999999805823,0.997096911315059,23.5046,20.6424575,25.4516225
"246","Iceland","ISR.340721",2016,1.00000000019418,0.99822392529991,23.3917,20.6424575,25.4516225
"247","Iceland","ISR.340721",2017,0.999999999865395,0.998335167844889,22.8175,20.6424575,25.4516225
"248","Iceland","ISR.340721",2020,0.999999999863576,0.997073556237507,23.1017,20.6424575,25.4516225
"249","Iceland","ISR.340732",2014,1.00000000010641,1.00368394988714,23.5755,20.6424575,25.4516225
"250","Iceland","ISR.340732",2015,1.00000000003251,1.00095522455398,25.0226,20.6424575,25.4516225
"251","Iceland","ISR.340732",2016,1.00000000055934,0.995482301206447,23.9962,20.6424575,25.4516225
"252","Iceland","ISR.340732",2017,1.00000000015143,1.00144263372547,22.795,20.6424575,25.4516225
"253","Iceland","ISR.340732",2019,0.999999999989086,1.00004807407939,23.8655,20.6424575,25.4516225
"254","Iceland","ISR.340758",2014,1.00000000021328,1.00172182349493,23.8807,20.6424575,25.4516225
"255","Iceland","ISR.340758",2015,0.999999999947704,1.00108107349854,23.8465,20.6424575,25.4516225
"256","Iceland","ISR.340758",2016,1.00000000014006,0.996653281355541,23.155,20.6424575,25.4516225
"257","Iceland","ISR.340758",2017,1.00000000001592,1.00021034955369,23.5159,20.6424575,25.4516225
"258","Iceland","ISR.340758",2018,1.00000000011914,0.9984981372154,23.8289,20.6424575,25.4516225
"259","Iceland","ISR.340758",2019,0.999999999984084,0.99532807783898,23.2192,20.6424575,25.4516225
"260","Iceland","ISR.340758",2020,0.999999999844022,0.999263114611617,23.899,20.6424575,25.4516225
"261","Iceland","ISR.340760",2014,0.999999999915417,0.999754499919572,23.0363,20.6424575,25.4516225
"262","Iceland","ISR.340760",2015,0.999999999816282,0.996325629943436,22.9921,20.6424575,25.4516225
"263","Iceland","ISR.340760",2017,0.999999999596639,0.998802497202958,23.5416,20.6424575,25.4516225
"264","Iceland","ISR.340761",2014,1.00000000006094,0.990371982626404,19.645,20.6424575,25.4516225
"265","Iceland","ISR.340761",2015,1.00000000023738,0.986923791006143,18.301,20.6424575,25.4516225
"266","Iceland","ISR.340761",2016,0.999999999957254,0.990185946361769,19.694,20.6424575,25.4516225
"267","Iceland","ISR.340761",2017,1.00000000020646,0.991078719194991,19.5916,20.6424575,25.4516225
"268","Iceland","ISR.340770",2014,0.999999999958163,1.0038659058956,23.7839,20.6424575,25.4516225
"269","Iceland","ISR.340770",2015,0.999999999899956,1.00204060962585,23.5964,20.6424575,25.4516225
"270","Iceland","ISR.340770",2016,0.999999999718057,1.00028860675524,23.4735,20.6424575,25.4516225
"271","Iceland","ISR.340772",2017,0.999999999944066,1.00046100182935,22.735,20.6424575,25.4516225
"272","Iceland","ISR.340772",2018,0.999999999824922,0.99812746757713,22.8848,20.6424575,25.4516225
"273","Iceland","ISR.340772",2019,1.00000000006366,0.996213503114432,23.0847,20.6424575,25.4516225
"274","Iceland","ISR.340790",2014,0.999999999978627,0.999600955604594,23.4462,20.6424575,25.4516225
"275","Iceland","ISR.340790",2015,0.999999999978172,0.9993398679648,23.9083,20.6424575,25.4516225
"276","Iceland","ISR.340790",2016,1.00000000006685,0.998805955378291,23.2626,20.6424575,25.4516225
"277","Iceland","ISR.340790",2017,0.999999999893134,0.996577764048262,22.726,20.6424575,25.4516225
"278","Iceland","ISR.340790",2018,0.999999999671672,0.996406896399612,23.6556,20.6424575,25.4516225
"279","Iceland","ISR.340790",2019,0.999999999822194,0.99626331826486,23.2703,20.6424575,25.4516225
"280","Iceland","ISR.340800",2014,0.999999999902229,0.999206752118648,24.0414,20.6424575,25.4516225
"281","Iceland","ISR.340800",2015,1.00000000014029,0.999627634961056,23.8216,20.6424575,25.4516225
"282","Iceland","ISR.340800",2016,0.999999999913143,0.995992873194162,22.6892,20.6424575,25.4516225
"283","Iceland","ISR.340800",2017,1.00000000007503,0.996927558004405,24.9485,20.6424575,25.4516225
"284","Iceland","ISR.340800",2018,1.00000000002342,0.997444578430831,25.2227,20.6424575,25.4516225
"285","Iceland","ISR.341696",2014,0.999999999710326,0.993787194388559,23.0887,20.6424575,25.4516225
"286","Iceland","ISR.341696",2015,0.999999999634383,0.993075757744321,24.8584,20.6424575,25.4516225
"287","Iceland","ISR.341696",2016,1.00000000013233,0.993522864239489,22.6627,20.6424575,25.4516225
"288","Iceland","ISR.341696",2017,0.999999999893589,0.995361901690342,25.3203,20.6424575,25.4516225
"289","Iceland","ISR.341697",2017,0.999999999859938,0.99448519370911,22.7779,20.6424575,25.4516225
"290","Iceland","ISR.341697",2018,0.999999999983174,0.996459846871837,23.1645,20.6424575,25.4516225
"291","Iceland","ISR.341697",2019,0.999999999898137,0.996561405652878,23.0586,20.6424575,25.4516225
"292","Iceland","ISR.341698",2017,1.0000000001528,0.996505168319405,24.3955,20.6424575,25.4516225
"293","Iceland","ISR.341701",2014,1.00000000005639,0.997830635411908,23.215,20.6424575,25.4516225
"294","Iceland","ISR.341701",2015,1.00000000005639,0.995993795039608,21.8118,20.6424575,25.4516225
"295","Iceland","ISR.341701",2016,1.00000000015871,0.993217807198675,20.6388,20.6424575,25.4516225
"296","Iceland","ISR.341701",2017,1.00000000028876,0.994498544963473,23.8068,20.6424575,25.4516225
"297","Iceland","ISR.341701",2018,0.999999999600277,0.996279290680751,22.4011,20.6424575,25.4516225
"298","Iceland","ISR.341703",2015,1.00000000035334,0.997682767667907,25.2962,20.6424575,25.4516225
"299","Iceland","ISR.341703",2016,1.00000000005502,0.99514999899855,21.5874,20.6424575,25.4516225
"300","Iceland","ISR.341703",2017,1.00000000010277,0.997583843641536,22.2365,20.6424575,25.4516225
"301","Iceland","ISR.341703",2018,0.99999999984334,0.99974082360893,24.9569,20.6424575,25.4516225
"302","Iceland","ISR.341703",2019,1.00000000024647,0.997529624189989,24.5915,20.6424575,25.4516225
"303","Iceland","ISR.341704",2017,1.0000000000091,0.997340176733408,23.8695,20.6424575,25.4516225
"304","Iceland","ISR.341712",2018,1.00000000023329,1.00084525082769,24.4369,20.6424575,25.4516225
"305","Iceland","ISR.341712",2019,0.999999999729425,0.997734787205826,24.3095,20.6424575,25.4516225
"306","Iceland","ISR.341712",2020,1.00000000006094,0.998595044604719,24.6345,20.6424575,25.4516225
"307","Iceland","ISR.350701",2017,1.00000000015552,0.995799988721128,23.4949,20.6424575,25.4516225
"308","Iceland","ISR.350703",2018,0.999999999806278,0.998442701720277,24.4244,20.6424575,25.4516225
"309","Iceland","ISR.350704",2018,1.00000000012869,0.99696209401592,22.7979,20.6424575,25.4516225
"310","Iceland","ISR.350706",2018,1.00000000009959,0.996501480593319,22.4496,20.6424575,25.4516225
"311","Iceland","ISR.350708",2018,1.00000000000409,1.00105465994613,23.9163,20.6424575,25.4516225
"312","Iceland","ISR.350708",2019,0.999999999654847,0.999760714657278,23.7217,20.6424575,25.4516225
"313","Iceland","ISR.350708",2020,1.0000000000241,0.992260259820654,20.6465,20.6424575,25.4516225
"314","Iceland","ISR.350710",2018,1.00000000000227,0.994564901362141,22.4121,20.6424575,25.4516225
"315","Iceland","ISR.350711",2018,1.00000000041041,1.00043439116355,24.382,20.6424575,25.4516225
"316","Iceland","ISR.350713",2020,1.00000000001774,0.998405267644027,23.3269,20.6424575,25.4516225
"317","Iceland","ISR.350720",2020,0.999999999862212,1.00020272062481,23.583,20.6424575,25.4516225
"318","Iceland","ISR.350725",2020,0.999999999786269,0.995593901089068,24.6422,20.6424575,25.4516225
"319","Eynhallow","GBT.FA82356",2008,0.999999999808097,0.989859533458492,27.9609,23.854,28.1849
"320","Eynhallow","GBT.FA82356",2009,1.00000000034288,1.00527069410885,27.4138,23.854,28.1849
"321","Eynhallow","GBT.FA82356",2010,0.999999999816282,1.00481980353418,26.929,23.854,28.1849
"322","Eynhallow","GBT.FC14562",2014,0.999999999744205,0.995945866382053,25.5911,23.854,28.1849
"323","Eynhallow","GBT.FC14562",2015,0.999999999925421,0.997155681004662,26.9078,23.854,28.1849
"324","Eynhallow","GBT.FC14562",2016,0.999999999847205,0.99405556177218,23.5599,23.854,28.1849
"325","Eynhallow","GBT.FC14562",2017,1.00000000031287,1.00313596922403,27.4551,23.854,28.1849
"326","Eynhallow","GBT.FC14562",2018,1.00000000009277,1.00581105194662,27.4631,23.854,28.1849
"327","Eynhallow","GBT.FC14766",2006,1.00000000032287,1.00442530811743,26.9775,23.854,28.1849
"328","Eynhallow","GBT.FC14766",2007,0.999999999867214,1.00312484298717,27.3724,23.854,28.1849
"329","Eynhallow","GBT.FC14766",2008,1.00000000038835,1.01156459886123,27.1169,23.854,28.1849
"330","Eynhallow","GBT.FC14766",2009,0.999999999857209,1.00900709142283,27.2192,23.854,28.1849
"331","Eynhallow","GBT.FC14766",2010,0.999999999777174,1.00444998547801,27.0661,23.854,28.1849
"332","Eynhallow","GBT.FC14766",2011,1.00000000005002,1.00453109410232,26.9712,23.854,28.1849
"333","Eynhallow","GBT.FC14766",2015,0.999999999744432,1.01455355204974,27.0424,23.854,28.1849
"334","Eynhallow","GBT.FC14766",2016,1.00000000006548,1.00364232228066,27.2909,23.854,28.1849
"335","Eynhallow","GBT.FC14836",2008,1.00000000035971,1.00843536520145,27.0319,23.854,28.1849
"336","Eynhallow","GBT.FC14836",2010,1.00000000024193,1.00595238543932,27.1222,23.854,28.1849
"337","Eynhallow","GBT.FC14839",2008,0.999999999809006,1.0037415466725,27.8215,23.854,28.1849
"338","Eynhallow","GBT.FC14839",2009,0.999999999919055,1.00657294836578,26.9616,23.854,28.1849
"339","Eynhallow","GBT.FC14839",2010,0.999999999689862,1.00319991933865,27.6253,23.854,28.1849
"340","Eynhallow","GBT.FC28752",2015,1.00000000009277,1.00580232067552,27.5563,23.854,28.1849
"341","Eynhallow","GBT.FC28752",2018,1.0000000000573,1.0105958737,28.0184,23.854,28.1849
"342","Eynhallow","GBT.FC28752",2019,1.00000000006321,1.00115744535554,27.6439,23.854,28.1849
"343","Eynhallow","GBT.FC28752",2020,1.00000000004275,1.00892813737304,27.3644,23.854,28.1849
"344","Eynhallow","GBT.FC28841",2009,1.00000000002183,1.00490920062054,26.9482,23.854,28.1849
"345","Eynhallow","GBT.FC28841",2010,0.999999999846295,1.00490783376159,27.0912,23.854,28.1849
"346","Eynhallow","GBT.FC28841",2011,0.999999999942702,0.996800296555027,27.3548,23.854,28.1849
"347","Eynhallow","GBT.FC28841",2015,0.999999999951797,1.00757779265674,27.4285,23.854,28.1849
"348","Eynhallow","GBT.FC28975",2009,1.00000000004457,1.00088071777018,26.5595,23.854,28.1849
"349","Eynhallow","GBT.FC28975",2010,0.999999999959073,1.00108550569227,26.2869,23.854,28.1849
"350","Eynhallow","GBT.FC28999",2008,0.999999999932697,1.00010489997672,27.4075,23.854,28.1849
"351","Eynhallow","GBT.FC28999",2009,1.0000000000382,1.00520470486821,26.5785,23.854,28.1849
"352","Eynhallow","GBT.FC28999",2010,1.00000000011005,1.00588933248509,26.8786,23.854,28.1849
"353","Eynhallow","GBT.FC28999",2014,1.00000000005457,1.00548922769131,27.1408,23.854,28.1849
"354","Eynhallow","GBT.FC28999",2015,1.00000000013824,1.0138377352129,27.1858,23.854,28.1849
"355","Eynhallow","GBT.FC71061",2010,1.0000000000573,1.00305595313646,26.1443,23.854,28.1849
"356","Eynhallow","GBT.FC71061",2011,0.999999999754891,0.997142061416261,27.0477,23.854,28.1849
"357","Eynhallow","GBT.FC71061",2012,1.00000000041109,1.00400034772709,26.5838,23.854,28.1849
"358","Eynhallow","GBT.FC71061",2017,1.00000000009209,0.999071582551556,26.6957,23.854,28.1849
"359","Eynhallow","GBT.FC88717",2016,1.00000000010641,0.997236541624737,26.8543,23.854,28.1849
"360","Eynhallow","GBT.FC88748",2016,1.00000000012324,0.998753593527029,26.4569,23.854,28.1849
"361","Eynhallow","GBT.FC88748",2017,0.999999999710099,1.00393358570648,25.5772,23.854,28.1849
"362","Eynhallow","GBT.FH89003",2018,1.00000000020282,1.01163727507113,27.0319,23.854,28.1849
"363","Eynhallow","GBT.FH89003",2019,0.999999999739885,1.01053192008911,26.9645,23.854,28.1849
"364","Eynhallow","GBT.FH89003",2020,1.00000000017008,1.01043098836379,27.4751,23.854,28.1849
"365","Eynhallow","GBT.FH89004",2015,0.999999999982265,1.00498614665564,26.1398,23.854,28.1849
"366","Eynhallow","GBT.FH89004",2017,0.999999999806278,1.00073192020099,25.4415,23.854,28.1849
"367","Eynhallow","GBT.FH89004",2018,0.999999999871761,1.00309994403821,25.571,23.854,28.1849
"368","Eynhallow","GBT.FH89005",2019,1.00000000008822,1.00480365147791,27.375,23.854,28.1849
"369","Eynhallow","GBT.FH89005",2020,1.00000000029286,1.0054162113389,27.5879,23.854,28.1849
"370","Eynhallow","GBT.FH89008",2014,0.9999999998563,1.00427607471129,26.1217,23.854,28.1849
"371","Eynhallow","GBT.FH89013",2014,1.00000000025284,1.00698350768159,27.057,23.854,28.1849
"372","Eynhallow","GBT.FH89013",2015,1.00000000010004,1.01300086953902,27.2435,23.854,28.1849
"373","Eynhallow","GBT.FH89014",2017,1.00000000027876,1.00551247552255,26.7545,23.854,28.1849
"374","Eynhallow","GBT.FH89016",2014,1.0000000003447,1.00292108219989,26.4988,23.854,28.1849
"375","Eynhallow","GBT.FH89016",2019,0.999999999829924,1.00583384176496,26.6344,23.854,28.1849
"376","Eynhallow","GBT.FH89016",2020,1.00000000004093,1.01240922468585,26.9797,23.854,28.1849
"377","Eynhallow","GBT.FH89017",2014,1.00000000035743,0.997783996169402,27.3799,23.854,28.1849
"378","Eynhallow","GBT.FH89018",2014,0.999999999655302,1.0103065432889,27.4313,23.854,28.1849
"379","Eynhallow","GBT.FH89020",2014,1.00000000005321,1.00055632332385,25.8658,23.854,28.1849
"380","Eynhallow","GBT.FH89020",2015,0.999999999994998,1.00322538095822,25.9086,23.854,28.1849
"381","Eynhallow","GBT.FH89020",2016,1.00000000021191,0.995256200446303,25.2809,23.854,28.1849
"382","Eynhallow","GBT.FH89020",2017,0.999999999743977,1.00336206920511,26.0491,23.854,28.1849
"383","Eynhallow","GBT.FH89020",2018,1.00000000019372,1.0016996274233,25.3351,23.854,28.1849
"384","Eynhallow","GBT.FH89020",2019,1.00000000017917,1.00162948768436,25.2915,23.854,28.1849
"385","Eynhallow","GBT.FH89020",2020,0.999999999996817,1.00729592572343,26.4264,23.854,28.1849
"386","Eynhallow","GBT.FH89021",2014,1.00000000016189,0.99828461171633,25.5037,23.854,28.1849
"387","Eynhallow","GBT.FH89021",2015,0.999999999882903,1.00059802079276,26.1834,23.854,28.1849
"388","Eynhallow","GBT.FH89021",2016,1.00000000027376,0.986104005125913,6.6142,23.854,28.1849
"389","Eynhallow","GBT.FH89023",2015,1.00000000005002,0.99218185004355,27.604,23.854,28.1849
"390","Eynhallow","GBT.FH89023",2017,0.999999999752617,0.999276524450865,27.8754,23.854,28.1849
"391","Eynhallow","GBT.FH89023",2018,0.999999999634383,1.00052835519151,28.3062,23.854,28.1849
"392","Eynhallow","GBT.FH89023",2019,1.00000000003456,0.995494789979122,28.6092,23.854,28.1849
"393","Eynhallow","GBT.FH89023",2020,0.999999999525244,1.00118546425292,27.8622,23.854,28.1849
"394","Eynhallow","GBT.FH89025",2015,1.00000000003365,1.010345153467,27.2416,23.854,28.1849
"395","Eynhallow","GBT.FH89025",2016,1.00000000014506,0.994959785819322,26.1869,23.854,28.1849
"396","Eynhallow","GBT.FH89025",2017,1.00000000049977,1.01051072352098,27.2934,23.854,28.1849
"397","Eynhallow","GBT.FH89027",2015,0.999999999497049,1.01004749321594,27.8637,23.854,28.1849
"398","Eynhallow","GBT.FH89031",2015,1.00000000022783,1.01124114644323,26.8908,23.854,28.1849
"399","Eynhallow","GBT.FH89031",2016,1.00000000012915,0.997688158269118,26.6205,23.854,28.1849
"400","Eynhallow","GBT.FH89031",2017,1.00000000021828,1.01371107531542,26.7962,23.854,28.1849
"401","Eynhallow","GBT.FH89034",2016,1.00000000035197,0.99673969832127,26.3311,23.854,28.1849
"402","Eynhallow","GBT.FH89034",2017,0.999999999882675,0.999058164501581,26.6105,23.854,28.1849
"403","Eynhallow","GBT.FH89034",2018,0.999999999841293,1.00441322963955,27.5202,23.854,28.1849
"404","Eynhallow","GBT.FH89036",2016,1.00000000022101,0.997376997975106,26.8907,23.854,28.1849
"405","Eynhallow","GBT.FH89036",2017,1.00000000019099,1.01331873862677,27.2569,23.854,28.1849
"406","Eynhallow","GBT.FH89043",2017,1.00000000018781,1.00926813832542,27.5153,23.854,28.1849
"407","Eynhallow","GBT.FH89043",2019,1.00000000033469,1.01050452381166,27.005,23.854,28.1849
"408","Eynhallow","GBT.FH89085",2017,1.00000000020918,1.01287745901592,27.8272,23.854,28.1849
"409","Eynhallow","GBT.FH89086",2017,1.0000000001196,1.00338928746815,27.6003,23.854,28.1849
"410","Eynhallow","GBT.FH89086",2018,1.00000000009868,1.00213275784489,27.2629,23.854,28.1849
"411","Eynhallow","GBT.FH89086",2019,1.00000000017189,1.0016410074992,26.2891,23.854,28.1849
"412","Eynhallow","GBT.FH89086",2020,0.999999999974534,0.997379238988052,26.639,23.854,28.1849
"413","Eynhallow","GBT.FH89088",2018,0.999999999915417,1.00584014273298,26.974,23.854,28.1849
"414","Eynhallow","GBT.FH89089",2018,1.00000000034879,1.00972305270802,27.0119,23.854,28.1849
"415","Eynhallow","GBT.FH89089",2019,1.00000000013642,1.01049845327685,27.0103,23.854,28.1849
"416","Eynhallow","GBT.FH89089",2020,0.999999999605734,1.01560011912476,27.0529,23.854,28.1849
"417","Eynhallow","GBT.FH89090",2017,1.00000000002319,1.00978492328405,27.517,23.854,28.1849
"418","Eynhallow","GBT.FH89091",2018,1.00000000003183,1.00877282065924,26.9171,23.854,28.1849
"419","Eynhallow","GBT.FH89093",2007,1.00000000034561,1.00718952223224,26.386,23.854,28.1849
"420","Eynhallow","GBT.FH89093",2017,0.999999999505235,1.00484189275853,27.8211,23.854,28.1849
"421","Eynhallow","GBT.FH89093",2018,1.00000000002183,1.01297376974419,27.8976,23.854,28.1849
"422","Eynhallow","GBT.FH89093",2019,0.999999999600732,1.00562594613533,28.2831,23.854,28.1849
"423","Eynhallow","GBT.FH89093",2020,1.00000000019827,1.00457783064864,28.1916,23.854,28.1849
"424","Eynhallow","GBT.FH89095",2017,1.00000000049022,1.00885674890841,27.1755,23.854,28.1849
"425","Eynhallow","GBT.FH89096",2017,1.00000000009413,0.999944466993282,27.2479,23.854,28.1849
"426","Eynhallow","GBT.FH89099",2018,0.999999999799911,1.01164578990898,27.2786,23.854,28.1849
"427","Eynhallow","GBT.FH89099",2019,0.999999999843567,1.00829813019132,27.2505,23.854,28.1849
"428","Eynhallow","GBT.FH89102",2018,0.999999999829924,1.00942514380737,27.7338,23.854,28.1849
"429","Eynhallow","GBT.FH89102",2019,0.999999999556167,1.00777817157832,27.6275,23.854,28.1849
"430","Eynhallow","GBT.FH89102",2020,0.999999999934516,1.00921522874517,27.9677,23.854,28.1849
"431","Eynhallow","GBT.FH89108",2018,1.00000000002638,1.00004709053057,26.2642,23.854,28.1849
"432","Eynhallow","GBT.FH89108",2019,0.99999999955935,0.995267746404897,24.221,23.854,28.1849
"433","Eynhallow","GBT.FP05006",2014,1.00000000003411,1.00015013544694,25.5647,23.854,28.1849
"434","Eynhallow","GBT.FP05006",2015,0.999999999976353,1.00570892098951,25.9441,23.854,28.1849
"435","Eynhallow","GBT.FP05013",2007,1.00000000001523,0.999630817043278,25.3802,23.854,28.1849
"436","Eynhallow","GBT.FP05013",2015,1.00000000016757,0.997359540767475,26.5639,23.854,28.1849
"437","Eynhallow","GBT.FP05013",2016,0.9999999997126,0.996204467703203,26.4199,23.854,28.1849
"438","Eynhallow","GBT.FP05013",2017,1.00000000012074,0.997839108746927,25.7577,23.854,28.1849
"439","Eynhallow","GBT.FP05030",2009,1.00000000013642,1.00405731057049,27.3213,23.854,28.1849
"440","Eynhallow","GBT.FP05030",2010,0.999999999806278,1.0097944930812,27.6322,23.854,28.1849
"441","Eynhallow","GBT.FP05078",2010,1.00000000020736,1.0117932459398,27.6894,23.854,28.1849
"442","Eynhallow","GBT.FP05078",2017,1.00000000035379,1.00853074954725,28.128,23.854,28.1849
"443","Eynhallow","GBT.FP05082",2008,1.00000000030468,0.994763184756726,23.4332,23.854,28.1849
"444","Eynhallow","GBT.FP05091",2017,0.999999999941338,0.999019611692585,25.411,23.854,28.1849
"445","Eynhallow","GBT.FP05091",2018,0.999999999791726,1.00627923840996,25.8482,23.854,28.1849
"446","Eynhallow","GBT.FP05091",2019,1.00000000036721,1.00197804700394,25.0617,23.854,28.1849
"447","Eynhallow","GBT.FP05091",2020,0.999999999932697,1.00472404985115,25.8559,23.854,28.1849
"448","Eynhallow","GBT.FP05130",2019,0.999999999955435,1.00021384952258,24,23.854,28.1849
"449","Eynhallow","GBT.FP05132",2014,0.999999999875854,1.00539961890747,26.4229,23.854,28.1849
"450","Eynhallow","GBT.FP05134",2016,0.999999999534339,0.998993863522703,26.939,23.854,28.1849
"451","Eynhallow","GBT.FP05134",2017,1.00000000049977,1.00642290913721,27.2229,23.854,28.1849
"452","Eynhallow","GBT.FP05134",2018,0.999999999673946,1.00601293578666,26.5209,23.854,28.1849
"453","Eynhallow","GBT.FP05135",2016,0.999999999661668,0.997526902630706,25.2407,23.854,28.1849
"454","Eynhallow","GBT.FP05135",2017,1.00000000024556,1.00355805656752,25.1945,23.854,28.1849
"455","Eynhallow","GBT.FP05150",2014,0.999999999925876,1.00733388232274,26.751,23.854,28.1849
"456","Eynhallow","GBT.FP05183",2016,0.999999999952706,0.995912741004283,25.7559,23.854,28.1849
"457","Eynhallow","GBT.FP05183",2017,0.999999999823103,1.00262686801464,26.3478,23.854,28.1849
"458","Eynhallow","GBT.FP05183",2018,0.999999999941338,1.00195556889949,25.9382,23.854,28.1849
"459","Eynhallow","GBT.FP05183",2019,0.999999999672355,1.00197584953729,25.872,23.854,28.1849
"460","Eynhallow","GBT.FP05183",2020,1.00000000025648,1.00140643167076,26.6798,23.854,28.1849
"461","Eynhallow","GBT.FP05192",2010,1.00000000014188,1.00165680389932,27.2879,23.854,28.1849
"462","Eynhallow","GBT.FP05192",2014,0.999999999366992,0.997084827323535,27.0351,23.854,28.1849
"463","Eynhallow","GBT.FP05203",2010,0.999999999887677,1.00201094822914,25.8853,23.854,28.1849
"464","Eynhallow","GBT.FP05203",2011,0.99999999992724,1.00186381844588,25.7394,23.854,28.1849
"465","Eynhallow","GBT.FP05205",2014,1.00000000038472,1.00393415740575,27.3765,23.854,28.1849
"466","Eynhallow","GBT.FP05208",2009,1.00000000006457,1.01011845497665,26.9973,23.854,28.1849
"467","Eynhallow","GBT.FP05208",2010,1.0000000001919,1.00503602151913,27.4276,23.854,28.1849
"468","Eynhallow","GBT.FP05214",2017,1.00000000006003,1.01302655644714,26.596,23.854,28.1849
"469","Eynhallow","GBT.FP05214",2019,0.999999999923602,1.00712841358078,27.2251,23.854,28.1849
"470","Eynhallow","GBT.FP05214",2020,1.0000000001337,1.01200527168592,27.4446,23.854,28.1849
"471","Eynhallow","GBT.FP05222",2010,1.00000000034606,1.00274943179529,27.3357,23.854,28.1849
"472","Eynhallow","GBT.FP05224",2011,1.00000000016007,1.00536130314282,27.935,23.854,28.1849
"473","Eynhallow","GBT.FP05229",2009,1.00000000006821,1.01300618027503,27.9675,23.854,28.1849
